25369 , Auvergne , null
25370 , Auvergne , null
25371 , Auvergne , null
25372 , Auvergne , null
25373 , Auvergne , null
25376 , Centre , null
25377 , Centre , null
25379 , Centre , null
25380 , Centre , null
25381 , Centre , null
25382 , Centre , null
25384 , Centre , null
25385 , Centre , null
25386 , Centre , null
25387 , Koblenz , null
25388 , Koblenz , null
25389 , Koblenz , null
25390 , Koblenz , null
25391 , Koblenz , null
25392 , Koblenz , null
25393 , Koblenz , null
25394 , Koblenz , null
25395 , Koblenz , null
25396 , Koblenz , null
25397 , Koblenz , null
21564 , Haute-Normandie , null
21565 , Ile-de-France , null
21567 , Alsace , null
21569 , Auvergne , null
21572 , Bretagne , null
21574 , Champagne-Ardenne , null
21575 , Corse (Corsica) , null
25398 , Koblenz , null
25399 , Koblenz , null
25400 , Koblenz , null
27501 , Koblenz , null
19207 , Alsace , null
19208 , Aquitaine , null
27502 , Virginia , null
19210 , Basse-Normandie  , null
19211 , Bourgogne , null
27503 , Virginia , null
27504 , Virginia , null
27505 , Virginia , null
27506 , Virginia , null
27507 , Virginia , null
27508 , Virginia , null
27509 , Virginia , null
27510 , Virginia , null
27511 , Virginia , null
27512 , Virginia , null
27513 , Virginia , null
27514 , Virginia , null
27515 , Virginia , null
27516 , Virginia , null
21576 , Franche-Comte , null
21577 , Limousin , null
21578 , Lorraine , null
21579 , Midi-Pyrenees , null
21580 , Nord-Pas-de-Calais , null
21581 , Pays de la Loire , null
21583 , Poitou-Charentes , null
21584 , Provence-Alpes-Cote-d'Azur , null
21585 , Rhone-Alpes , null
21586 , ATHENS , null
27517 , Virginia , null
27518 , Virginia , null
21589 , Istanbul , null
21590 , HAMBURGG , null
21591 , BREMENN , null
27519 , Virginia , null
27520 , Virginia , null
27521 , Virginia , null
27522 , Virginia , null
21596 , Washington , null
27523 , Virginia , null
27524 , Virginia , null
27525 , Virginia , null
27526 , Koblenz , null
27527 , Koblenz , null
27528 , Koblenz , null
22703 , TEXAS , null
22704 , HAMBURGG , null
22705 , BREMENN , null
22706 , WASHINGTONN_DC , null
22707 , HAMBURGG , null
22708 , BREMENN , null
22709 , WASHINGTONN_DC , null
22710 , HAMBURGG , null
22711 , BREMENN , null
22712 , WASHINGTONN_DC , null
22713 , HAMBRG , null
22714 , HAMBRG , null
22715 , HAMBRG , null
22716 , HAMBRG , null
22717 , HAMBRG , null
22718 , HAMBRG , null
22719 , JERENIMO , null
22720 , Baden-Wurttemberg , null
22721 , Baden-Wurttemberg , null
22722 , Koblenz , null
22723 , Koblenz , null
22724 , ARIZONA , null
27529 , Koblenz , null
22726 , Amsterdam , null
22727 , Amsterdam , null
22728 , Amsterdam , null
22729 , Mecklenburg , null
22730 , Virginia , null
22731 , Washington , null
22732 , Malatya , null
22733 , Karaman , null
22734 , Karaman , null
22735 , Karaman , null
22736 , Yozgat , null
22737 , karaman , null
22738 , ADN-ADN , null
27530 , Koblenz , null
22743 , PARIS-PARIS , null
22744 , FRANKFURT , null
22745 , FRANKFURT , null
27531 , Koblenz , null
27532 , Koblenz , null
27533 , Auvergne , null
27534 , Auvergne , null
22750 , Saarland , null
25351 , Kansas , null
27535 , Auvergne , null
25353 , Helsinki , null
25354 , Helsinki , null
25355 , Helsinki , null
25356 , Helsinki , null
25357 , Helsinki , null
25358 , Helsinki , null
25359 , Utah , null
25360 , Utah , null
25361 , FRANKFURT , null
25362 , PARIS , null
25363 , PARIS , null
27536 , Auvergne , null
27537 , Auvergne , null
27538 , Auvergne , null
27539 , Auvergne , null
27541 , Auvergne , null
27544 , Auvergne , null
27546 , Auvergne , null
27548 , Centre , null
27549 , Centre , null
27551 , Centre , null
27553 , Centre , null
27540 , Auvergne , null
27545 , Auvergne , null
27547 , Centre , null
27552 , Centre , null
27542 , Auvergne , null
27543 , Auvergne , null
27550 , Centre , null
25369 , Auvergne , null
25370 , Auvergne , null
25371 , Auvergne , null
25372 , Auvergne , null
25373 , Auvergne , null
25376 , Centre , null
25377 , Centre , null
25379 , Centre , null
25380 , Centre , null
25381 , Centre , null
25382 , Centre , null
25384 , Centre , null
25385 , Centre , null
25386 , Centre , null
25387 , Koblenz , null
25388 , Koblenz , null
25389 , Koblenz , null
25390 , Koblenz , null
25391 , Koblenz , null
25392 , Koblenz , null
25393 , Koblenz , null
25394 , Koblenz , null
25395 , Koblenz , null
25396 , Koblenz , null
25397 , Koblenz , null
21564 , Haute-Normandie , null
21565 , Ile-de-France , null
21567 , Alsace , null
21569 , Auvergne , null
21572 , Bretagne , null
21574 , Champagne-Ardenne , null
21575 , Corse (Corsica) , null
25398 , Koblenz , null
25399 , Koblenz , null
25400 , Koblenz , null
27501 , Koblenz , null
19207 , Alsace , null
19208 , Aquitaine , null
27502 , Virginia , null
19210 , Basse-Normandie  , null
19211 , Bourgogne , null
27503 , Virginia , null
27504 , Virginia , null
27505 , Virginia , null
27506 , Virginia , null
27507 , Virginia , null
27508 , Virginia , null
27509 , Virginia , null
27510 , Virginia , null
27511 , Virginia , null
27512 , Virginia , null
27513 , Virginia , null
27514 , Virginia , null
27515 , Virginia , null
27516 , Virginia , null
21576 , Franche-Comte , null
21577 , Limousin , null
21578 , Lorraine , null
21579 , Midi-Pyrenees , null
21580 , Nord-Pas-de-Calais , null
21581 , Pays de la Loire , null
21583 , Poitou-Charentes , null
21584 , Provence-Alpes-Cote-d'Azur , null
21585 , Rhone-Alpes , null
21586 , ATHENS , null
27517 , Virginia , null
27518 , Virginia , null
21589 , Istanbul , null
21590 , HAMBURGG , null
21591 , BREMENN , null
27519 , Virginia , null
27520 , Virginia , null
27521 , Virginia , null
27522 , Virginia , null
21596 , Washington , null
27523 , Virginia , null
27524 , Virginia , null
27525 , Virginia , null
27526 , Koblenz , null
27527 , Koblenz , null
27528 , Koblenz , null
22703 , TEXAS , null
22704 , HAMBURGG , null
22705 , BREMENN , null
22706 , WASHINGTONN_DC , null
22707 , HAMBURGG , null
22708 , BREMENN , null
22709 , WASHINGTONN_DC , null
22710 , HAMBURGG , null
22711 , BREMENN , null
22712 , WASHINGTONN_DC , null
22713 , HAMBRG , null
22714 , HAMBRG , null
22715 , HAMBRG , null
22716 , HAMBRG , null
22717 , HAMBRG , null
22718 , HAMBRG , null
22719 , JERENIMO , null
22720 , Baden-Wurttemberg , null
22721 , Baden-Wurttemberg , null
22722 , Koblenz , null
22723 , Koblenz , null
22724 , ARIZONA , null
27529 , Koblenz , null
22726 , Amsterdam , null
22727 , Amsterdam , null
22728 , Amsterdam , null
22729 , Mecklenburg , null
22730 , Virginia , null
22731 , Washington , null
22732 , Malatya , null
22733 , Karaman , null
22734 , Karaman , null
22735 , Karaman , null
22736 , Yozgat , null
22737 , karaman , null
22738 , ADN-ADN , null
27530 , Koblenz , null
22743 , PARIS-PARIS , null
22744 , FRANKFURT , null
22745 , FRANKFURT , null
27531 , Koblenz , null
27532 , Koblenz , null
27533 , Auvergne , null
27534 , Auvergne , null
22750 , Saarland , null
25351 , Kansas , null
27535 , Auvergne , null
25353 , Helsinki , null
25354 , Helsinki , null
25355 , Helsinki , null
25356 , Helsinki , null
25357 , Helsinki , null
25358 , Helsinki , null
25359 , Utah , null
25360 , Utah , null
25361 , FRANKFURT , null
25362 , PARIS , null
25363 , PARIS , null
27536 , Auvergne , null
27537 , Auvergne , null
27538 , Auvergne , null
27539 , Auvergne , null
27541 , Auvergne , null
27544 , Auvergne , null
27546 , Auvergne , null
27548 , Centre , null
27549 , Centre , null
27551 , Centre , null
27553 , Centre , null
27540 , Auvergne , null
27545 , Auvergne , null
27547 , Centre , null
27552 , Centre , null
27542 , Auvergne , null
27543 , Auvergne , null
27550 , Centre , null
27557 , LAMUISLAND , null
25369 , Auvergne , null
25370 , Auvergne , null
25371 , Auvergne , null
25372 , Auvergne , null
25373 , Auvergne , null
25376 , Centre , null
25377 , Centre , null
25379 , Centre , null
25380 , Centre , null
25381 , Centre , null
25382 , Centre , null
25384 , Centre , null
25385 , Centre , null
25386 , Centre , null
25387 , Koblenz , null
25388 , Koblenz , null
25389 , Koblenz , null
25390 , Koblenz , null
25391 , Koblenz , null
25392 , Koblenz , null
25393 , Koblenz , null
25394 , Koblenz , null
25395 , Koblenz , null
25396 , Koblenz , null
25397 , Koblenz , null
21564 , Haute-Normandie , null
21565 , Ile-de-France , null
21567 , Alsace , null
21569 , Auvergne , null
21572 , Bretagne , null
21574 , Champagne-Ardenne , null
21575 , Corse (Corsica) , null
25398 , Koblenz , null
25399 , Koblenz , null
25400 , Koblenz , null
27501 , Koblenz , null
19207 , Alsace , null
19208 , Aquitaine , null
27502 , Virginia , null
19210 , Basse-Normandie  , null
19211 , Bourgogne , null
27503 , Virginia , null
27504 , Virginia , null
27505 , Virginia , null
27506 , Virginia , null
27507 , Virginia , null
27508 , Virginia , null
27509 , Virginia , null
27510 , Virginia , null
27511 , Virginia , null
27512 , Virginia , null
27513 , Virginia , null
27514 , Virginia , null
27515 , Virginia , null
27516 , Virginia , null
21576 , Franche-Comte , null
21577 , Limousin , null
21578 , Lorraine , null
21579 , Midi-Pyrenees , null
21580 , Nord-Pas-de-Calais , null
21581 , Pays de la Loire , null
21583 , Poitou-Charentes , null
21584 , Provence-Alpes-Cote-d'Azur , null
21585 , Rhone-Alpes , null
21586 , ATHENS , null
27517 , Virginia , null
27518 , Virginia , null
21589 , Istanbul , null
21590 , HAMBURGG , null
21591 , BREMENN , null
27519 , Virginia , null
27520 , Virginia , null
27521 , Virginia , null
27522 , Virginia , null
21596 , Washington , null
27523 , Virginia , null
27524 , Virginia , null
27525 , Virginia , null
27526 , Koblenz , null
27527 , Koblenz , null
27528 , Koblenz , null
22703 , TEXAS , null
22704 , HAMBURGG , null
22705 , BREMENN , null
22706 , WASHINGTONN_DC , null
22707 , HAMBURGG , null
22708 , BREMENN , null
22709 , WASHINGTONN_DC , null
22710 , HAMBURGG , null
22711 , BREMENN , null
22712 , WASHINGTONN_DC , null
22713 , HAMBRG , null
22714 , HAMBRG , null
22715 , HAMBRG , null
22716 , HAMBRG , null
22717 , HAMBRG , null
22718 , HAMBRG , null
22719 , JERENIMO , null
22720 , Baden-Wurttemberg , null
22721 , Baden-Wurttemberg , null
22722 , Koblenz , null
22723 , Koblenz , null
22724 , ARIZONA , null
27529 , Koblenz , null
22726 , Amsterdam , null
22727 , Amsterdam , null
22728 , Amsterdam , null
22729 , Mecklenburg , null
22730 , Virginia , null
22731 , Washington , null
22732 , Malatya , null
22733 , Karaman , null
22734 , Karaman , null
22735 , Karaman , null
22736 , Yozgat , null
22737 , karaman , null
22738 , ADN-ADN , null
27530 , Koblenz , null
22743 , PARIS-PARIS , null
22744 , FRANKFURT , null
22745 , FRANKFURT , null
27531 , Koblenz , null
27532 , Koblenz , null
27533 , Auvergne , null
27534 , Auvergne , null
22750 , Saarland , null
25351 , Kansas , null
27535 , Auvergne , null
25353 , Helsinki , null
25354 , Helsinki , null
25355 , Helsinki , null
25356 , Helsinki , null
25357 , Helsinki , null
25358 , Helsinki , null
25359 , Utah , null
25360 , Utah , null
25361 , FRANKFURT , null
25362 , PARIS , null
25363 , PARIS , null
27536 , Auvergne , null
27537 , Auvergne , null
27538 , Auvergne , null
27539 , Auvergne , null
27541 , Auvergne , null
27544 , Auvergne , null
27546 , Auvergne , null
27548 , Centre , null
27549 , Centre , null
27551 , Centre , null
27553 , Centre , null
27540 , Auvergne , null
27545 , Auvergne , null
27547 , Centre , null
27552 , Centre , null
27542 , Auvergne , null
27543 , Auvergne , null
27550 , Centre , null
27557 , LAMUISLAND , null
27558 , LAMUISLAND , null
25369 , Auvergne , null
25370 , Auvergne , null
25371 , Auvergne , null
25372 , Auvergne , null
25373 , Auvergne , null
25376 , Centre , null
25377 , Centre , null
25379 , Centre , null
25380 , Centre , null
25381 , Centre , null
25382 , Centre , null
25384 , Centre , null
25385 , Centre , null
25386 , Centre , null
25387 , Koblenz , null
25388 , Koblenz , null
25389 , Koblenz , null
25390 , Koblenz , null
25391 , Koblenz , null
25392 , Koblenz , null
25393 , Koblenz , null
25394 , Koblenz , null
25395 , Koblenz , null
25396 , Koblenz , null
25397 , Koblenz , null
21564 , Haute-Normandie , null
21565 , Ile-de-France , null
21567 , Alsace , null
21569 , Auvergne , null
21572 , Bretagne , null
21574 , Champagne-Ardenne , null
21575 , Corse (Corsica) , null
25398 , Koblenz , null
25399 , Koblenz , null
25400 , Koblenz , null
27501 , Koblenz , null
19207 , Alsace , null
19208 , Aquitaine , null
27502 , Virginia , null
19210 , Basse-Normandie  , null
19211 , Bourgogne , null
27503 , Virginia , null
27504 , Virginia , null
27505 , Virginia , null
27506 , Virginia , null
27507 , Virginia , null
27508 , Virginia , null
27509 , Virginia , null
27510 , Virginia , null
27511 , Virginia , null
27512 , Virginia , null
27513 , Virginia , null
27514 , Virginia , null
27515 , Virginia , null
27516 , Virginia , null
21576 , Franche-Comte , null
21577 , Limousin , null
21578 , Lorraine , null
21579 , Midi-Pyrenees , null
21580 , Nord-Pas-de-Calais , null
21581 , Pays de la Loire , null
21583 , Poitou-Charentes , null
21584 , Provence-Alpes-Cote-d'Azur , null
21585 , Rhone-Alpes , null
21586 , ATHENS , null
27517 , Virginia , null
27518 , Virginia , null
21589 , Istanbul , null
21590 , HAMBURGG , null
21591 , BREMENN , null
27519 , Virginia , null
27520 , Virginia , null
27521 , Virginia , null
27522 , Virginia , null
21596 , Washington , null
27523 , Virginia , null
27524 , Virginia , null
27525 , Virginia , null
27526 , Koblenz , null
27527 , Koblenz , null
27528 , Koblenz , null
22703 , TEXAS , null
22704 , HAMBURGG , null
22705 , BREMENN , null
22706 , WASHINGTONN_DC , null
22707 , HAMBURGG , null
22708 , BREMENN , null
22709 , WASHINGTONN_DC , null
22710 , HAMBURGG , null
22711 , BREMENN , null
22712 , WASHINGTONN_DC , null
22713 , HAMBRG , null
22714 , HAMBRG , null
22715 , HAMBRG , null
22716 , HAMBRG , null
22717 , HAMBRG , null
22718 , HAMBRG , null
22719 , JERENIMO , null
22720 , Baden-Wurttemberg , null
22721 , Baden-Wurttemberg , null
22722 , Koblenz , null
22723 , Koblenz , null
22724 , ARIZONA , null
27529 , Koblenz , null
22726 , Amsterdam , null
22727 , Amsterdam , null
22728 , Amsterdam , null
22729 , Mecklenburg , null
22730 , Virginia , null
22731 , Washington , null
22732 , Malatya , null
22733 , Karaman , null
22734 , Karaman , null
22735 , Karaman , null
22736 , Yozgat , null
22737 , karaman , null
22738 , ADN-ADN , null
27530 , Koblenz , null
22743 , PARIS-PARIS , null
22744 , FRANKFURT , null
22745 , FRANKFURT , null
27531 , Koblenz , null
27532 , Koblenz , null
27533 , Auvergne , null
27534 , Auvergne , null
22750 , Saarland , null
25351 , Kansas , null
27535 , Auvergne , null
25353 , Helsinki , null
25354 , Helsinki , null
25355 , Helsinki , null
25356 , Helsinki , null
25357 , Helsinki , null
25358 , Helsinki , null
25359 , Utah , null
25360 , Utah , null
25361 , FRANKFURT , null
25362 , PARIS , null
25363 , PARIS , null
27536 , Auvergne , null
27537 , Auvergne , null
27538 , Auvergne , null
27539 , Auvergne , null
27541 , Auvergne , null
27544 , Auvergne , null
27546 , Auvergne , null
27548 , Centre , null
27549 , Centre , null
27551 , Centre , null
27553 , Centre , null
27540 , Auvergne , null
27545 , Auvergne , null
27547 , Centre , null
27552 , Centre , null
27542 , Auvergne , null
27543 , Auvergne , null
27550 , Centre , null
27558 , LAMUISLAND , null
27559 , LAMUISLAND , null
25369 , Auvergne , null
25370 , Auvergne , null
25371 , Auvergne , null
25372 , Auvergne , null
25373 , Auvergne , null
25376 , Centre , null
25377 , Centre , null
25379 , Centre , null
25380 , Centre , null
25381 , Centre , null
25382 , Centre , null
25384 , Centre , null
25385 , Centre , null
25386 , Centre , null
25387 , Koblenz , null
25388 , Koblenz , null
25389 , Koblenz , null
25390 , Koblenz , null
25391 , Koblenz , null
25392 , Koblenz , null
25393 , Koblenz , null
25394 , Koblenz , null
25395 , Koblenz , null
25396 , Koblenz , null
25397 , Koblenz , null
21564 , Haute-Normandie , null
21565 , Ile-de-France , null
21567 , Alsace , null
21569 , Auvergne , null
21572 , Bretagne , null
21574 , Champagne-Ardenne , null
21575 , Corse (Corsica) , null
25398 , Koblenz , null
25399 , Koblenz , null
25400 , Koblenz , null
27501 , Koblenz , null
19207 , Alsace , null
19208 , Aquitaine , null
27502 , Virginia , null
19210 , Basse-Normandie  , null
19211 , Bourgogne , null
27503 , Virginia , null
27504 , Virginia , null
27505 , Virginia , null
27506 , Virginia , null
27507 , Virginia , null
27508 , Virginia , null
27509 , Virginia , null
27510 , Virginia , null
27511 , Virginia , null
27512 , Virginia , null
27513 , Virginia , null
27514 , Virginia , null
27515 , Virginia , null
27516 , Virginia , null
21576 , Franche-Comte , null
21577 , Limousin , null
21578 , Lorraine , null
21579 , Midi-Pyrenees , null
21580 , Nord-Pas-de-Calais , null
21581 , Pays de la Loire , null
21583 , Poitou-Charentes , null
21584 , Provence-Alpes-Cote-d'Azur , null
21585 , Rhone-Alpes , null
21586 , ATHENS , null
27517 , Virginia , null
27518 , Virginia , null
21589 , Istanbul , null
21590 , HAMBURGG , null
21591 , BREMENN , null
27519 , Virginia , null
27520 , Virginia , null
27521 , Virginia , null
27522 , Virginia , null
21596 , Washington , null
27523 , Virginia , null
27524 , Virginia , null
27525 , Virginia , null
27526 , Koblenz , null
27527 , Koblenz , null
27528 , Koblenz , null
22703 , TEXAS , null
22704 , HAMBURGG , null
22705 , BREMENN , null
22706 , WASHINGTONN_DC , null
22707 , HAMBURGG , null
22708 , BREMENN , null
22709 , WASHINGTONN_DC , null
22710 , HAMBURGG , null
22711 , BREMENN , null
22712 , WASHINGTONN_DC , null
22713 , HAMBRG , null
22714 , HAMBRG , null
22715 , HAMBRG , null
22716 , HAMBRG , null
22717 , HAMBRG , null
22718 , HAMBRG , null
22719 , JERENIMO , null
22720 , Baden-Wurttemberg , null
22721 , Baden-Wurttemberg , null
22722 , Koblenz , null
22723 , Koblenz , null
22724 , ARIZONA , null
27529 , Koblenz , null
22726 , Amsterdam , null
22727 , Amsterdam , null
22728 , Amsterdam , null
22729 , Mecklenburg , null
22730 , Virginia , null
22731 , Washington , null
22732 , Malatya , null
22733 , Karaman , null
22734 , Karaman , null
22735 , Karaman , null
22736 , Yozgat , null
22737 , karaman , null
22738 , ADN-ADN , null
27530 , Koblenz , null
22743 , PARIS-PARIS , null
22744 , FRANKFURT , null
22745 , FRANKFURT , null
27531 , Koblenz , null
27532 , Koblenz , null
27533 , Auvergne , null
27534 , Auvergne , null
22750 , Saarland , null
25351 , Kansas , null
27535 , Auvergne , null
25353 , Helsinki , null
25354 , Helsinki , null
25355 , Helsinki , null
25356 , Helsinki , null
25357 , Helsinki , null
25358 , Helsinki , null
25359 , Utah , null
25360 , Utah , null
25361 , FRANKFURT , null
25362 , PARIS , null
25363 , PARIS , null
27536 , Auvergne , null
27537 , Auvergne , null
27538 , Auvergne , null
27539 , Auvergne , null
27541 , Auvergne , null
27544 , Auvergne , null
27546 , Auvergne , null
27548 , Centre , null
27549 , Centre , null
27551 , Centre , null
27553 , Centre , null
27540 , Auvergne , null
27545 , Auvergne , null
27547 , Centre , null
27552 , Centre , null
27542 , Auvergne , null
27543 , Auvergne , null
27550 , Centre , null
27558 , LAMUISLAND , null
27559 , LAMUISLAND , null
27560 , LAMUISLAND , null
25369 , Auvergne , null
25370 , Auvergne , null
25371 , Auvergne , null
25372 , Auvergne , null
25373 , Auvergne , null
25376 , Centre , null
25377 , Centre , null
25379 , Centre , null
25380 , Centre , null
25381 , Centre , null
25382 , Centre , null
25384 , Centre , null
25385 , Centre , null
25386 , Centre , null
25387 , Koblenz , null
25388 , Koblenz , null
25389 , Koblenz , null
25390 , Koblenz , null
25391 , Koblenz , null
25392 , Koblenz , null
25393 , Koblenz , null
25394 , Koblenz , null
25395 , Koblenz , null
25396 , Koblenz , null
25397 , Koblenz , null
21564 , Haute-Normandie , null
21565 , Ile-de-France , null
21567 , Alsace , null
21569 , Auvergne , null
21572 , Bretagne , null
21574 , Champagne-Ardenne , null
21575 , Corse (Corsica) , null
25398 , Koblenz , null
25399 , Koblenz , null
25400 , Koblenz , null
27501 , Koblenz , null
19207 , Alsace , null
19208 , Aquitaine , null
27502 , Virginia , null
19210 , Basse-Normandie  , null
19211 , Bourgogne , null
27503 , Virginia , null
27504 , Virginia , null
27505 , Virginia , null
27506 , Virginia , null
27507 , Virginia , null
27508 , Virginia , null
27509 , Virginia , null
27510 , Virginia , null
27511 , Virginia , null
27512 , Virginia , null
27513 , Virginia , null
27514 , Virginia , null
27515 , Virginia , null
27516 , Virginia , null
21576 , Franche-Comte , null
21577 , Limousin , null
21578 , Lorraine , null
21579 , Midi-Pyrenees , null
21580 , Nord-Pas-de-Calais , null
21581 , Pays de la Loire , null
21583 , Poitou-Charentes , null
21584 , Provence-Alpes-Cote-d'Azur , null
21585 , Rhone-Alpes , null
21586 , ATHENS , null
27517 , Virginia , null
27518 , Virginia , null
21589 , Istanbul , null
21590 , HAMBURGG , null
21591 , BREMENN , null
27519 , Virginia , null
27520 , Virginia , null
27521 , Virginia , null
27522 , Virginia , null
21596 , Washington , null
27523 , Virginia , null
27524 , Virginia , null
27525 , Virginia , null
27526 , Koblenz , null
27527 , Koblenz , null
27528 , Koblenz , null
22703 , TEXAS , null
22704 , HAMBURGG , null
22705 , BREMENN , null
22706 , WASHINGTONN_DC , null
22707 , HAMBURGG , null
22708 , BREMENN , null
22709 , WASHINGTONN_DC , null
22710 , HAMBURGG , null
22711 , BREMENN , null
22712 , WASHINGTONN_DC , null
22713 , HAMBRG , null
22714 , HAMBRG , null
22715 , HAMBRG , null
22716 , HAMBRG , null
22717 , HAMBRG , null
22718 , HAMBRG , null
22719 , JERENIMO , null
22720 , Baden-Wurttemberg , null
22721 , Baden-Wurttemberg , null
22722 , Koblenz , null
22723 , Koblenz , null
22724 , ARIZONA , null
27529 , Koblenz , null
22726 , Amsterdam , null
22727 , Amsterdam , null
22728 , Amsterdam , null
22729 , Mecklenburg , null
22730 , Virginia , null
22731 , Washington , null
22732 , Malatya , null
22733 , Karaman , null
22734 , Karaman , null
22735 , Karaman , null
22736 , Yozgat , null
22737 , karaman , null
22738 , ADN-ADN , null
27530 , Koblenz , null
22743 , PARIS-PARIS , null
22744 , FRANKFURT , null
22745 , FRANKFURT , null
27531 , Koblenz , null
27532 , Koblenz , null
27533 , Auvergne , null
27534 , Auvergne , null
22750 , Saarland , null
25351 , Kansas , null
27535 , Auvergne , null
25353 , Helsinki , null
25354 , Helsinki , null
25355 , Helsinki , null
25356 , Helsinki , null
25357 , Helsinki , null
25358 , Helsinki , null
25359 , Utah , null
25360 , Utah , null
25361 , FRANKFURT , null
25362 , PARIS , null
25363 , PARIS , null
27536 , Auvergne , null
27537 , Auvergne , null
27538 , Auvergne , null
27539 , Auvergne , null
27541 , Auvergne , null
27544 , Auvergne , null
27546 , Auvergne , null
27548 , Centre , null
27549 , Centre , null
27551 , Centre , null
27553 , Centre , null
27540 , Auvergne , null
27545 , Auvergne , null
27547 , Centre , null
27552 , Centre , null
27542 , Auvergne , null
27543 , Auvergne , null
27550 , Centre , null
27559 , LAMUISLAND , null
27560 , LAMUISLAND , null
27561 , LAMUISLAND , null
25369 , Auvergne , null
